mes,hora,temp_exterior_c,temp_interior_c,temp_ac_c
Enero,13:00,22.34750079,21.93713158,20.74269024
Enero,13:15,23.40785194,22.78443183,20.76240054
Enero,13:30,23.06121594,21.83016861,20.1153295
Enero,13:45,23.00837856,23.06391466,23.1851379
Enero,14:00,23.67662928,22.76658192,21.89102563
Enero,14:15,23.3171167,24.38983478,21.53478193
Enero,14:30,24.06249935,22.78326068,21.7864144
Enero,14:45,23.39465019,24.33742226,22.36248242
Enero,15:00,23.92818382,23.94613532,21.45544278
Enero,15:15,23.40122197,22.89673208,21.59975766
Enero,15:30,23.74090122,22.62020849,20.94302768
Enero,15:45,23.7616988,24.08241407,22.33214047
Enero,16:00,23.37767813,22.42437075,20.58649851
Enero,16:15,23.38233775,21.86568062,21.155212
Enero,16:30,23.12584596,23.38060144,21.92080287
Enero,16:45,23.38494334,22.84261908,21.00546305
Enero,17:00,22.70379313,22.90895807,21.12299728
Enero,17:15,23.24785587,22.48749283,20.7873432
Enero,17:30,23.19230637,23.64501116,21.02370872
Enero,17:45,22.58829713,23.43309827,22.45997063
Enero,18:00,22.14252344,24.73959477,22.20047304
Enero,18:15,22.03919961,24.3868921,22.16288668
Enero,18:30,21.9172877,22.02165775,20.96346846
Enero,18:45,21.55166792,22.37383099,21.13300735
Enero,19:00,22.44148622,22.89922357,20.81539204
Enero,19:15,21.66946234,22.58321628,22.05785559
Enero,19:30,21.62379051,23.18930304,22.77759081
Enero,19:45,21.17007543,22.1431326,20.95921098
Enero,20:00,21.03817837,24.02237731,21.9851114
Enero,07:00,20,9.331828303,21.27346144
Enero,07:15,20,23.15950327,22.42244598
Enero,07:30,20,23.0498451,22.50475589
Enero,07:45,20,21.45320879,20.72864964
Enero,08:00,20,23.20641886,23.30581815
Enero,08:15,20,24.41954678,22.00068845
Enero,08:30,20,23.42346779,22.86517946
Enero,08:45,20.1318144,22.68186061,21.72790618
Enero,09:00,20.62232783,23.43539627,22.27208265
Enero,09:15,21.23577964,22.98264995,21.94791141
Enero,09:30,21.54635045,22.54965203,20.85250307
Enero,09:45,21.44730299,23.51465543,22.28564574
Enero,10:00,21.25434476,23.44148312,22.81305403
Enero,10:15,22.02729932,23.09055341,22.26247151
Enero,10:30,22.45329665,23.36424373,21.74205656
Enero,10:45,22.64199018,23.5821003,21.20584788
Enero,11:00,23.19033401,23.2690118,20.47065275
Enero,11:15,23.21691004,24.00767658,21.70002702
Enero,11:30,23.50782673,23.31155717,21.74917186
Enero,11:45,24.18081022,22.41045747,21.48211004
Enero,12:00,24.36209916,22.27648257,21.51053575
Enero,12:15,24.76874935,24.13805121,21.01246058
Enero,12:30,24.12633732,22.79328447,21.18219094
Enero,12:45,24.8512279,22.83146272,22.28873908
Enero,13:00,25.10887719,24.05751513,22.35307879
Enero,13:15,25.54608138,23.93160495,22.30028615
Enero,13:30,25.55526022,23.7000131,22.50144914
Enero,13:45,25.34627037,24.2503412,22.00825422
Enero,14:00,27.08748116,23.49143145,20.83031941
Enero,14:15,25.66262918,22.20957544,19.39672383
Enero,14:30,25.29115685,24.12438508,22.12643182
Enero,14:45,25.60227366,23.36420699,21.00802731
Enero,15:00,26.63536135,23.88227688,22.03717171
Enero,15:15,26.1427878,22.3065447,20.00216538
Enero,15:30,25.6252066,24.1492631,21.58767697
Enero,15:45,25.59816267,24.38141934,22.21340314
Enero,16:00,25.65126607,23.41686381,21.26923209
Enero,16:15,25.78627088,24.26665461,21.667009
Enero,16:30,25.75593088,24.55179587,21.34288464
Enero,16:45,25.72413843,23.18384626,21.42519214
Enero,17:00,24.70239365,23.73310142,21.52501957
Enero,17:15,24.6215704,25.19956503,22.95989168
Enero,17:30,24.44729329,23.58506896,21.16290177
Enero,17:45,24.12992095,22.51812183,20.75772793
Enero,18:00,23.84037664,23.31590691,21.85864211
Enero,18:15,23.92421162,24.51461572,21.94470528
Enero,18:30,24.06668288,23.05404946,21.83035889
Enero,18:45,23.69691936,23.03884808,21.10620125
Enero,19:00,22.98654479,23.44685661,21.84175163
Enero,19:15,22.81742748,22.61730917,21.56611759
Enero,19:30,23.05576926,23.20520144,20.13821435
Enero,19:45,23.09861514,21.94631777,20.00830377
Enero,20:00,21.92201594,23.19647345,22.33509763
Enero,07:00,20,22.39380738,20.53270203
Enero,07:15,20,23.08204116,21.5832196
Enero,07:30,20,22.21106105,22.12114457
Enero,07:45,20,23.28446297,21.85354065
Enero,08:00,20,22.41406095,21.3673012
Enero,08:15,20.10664376,22.958809,21.4988809
Enero,08:30,20.21250949,22.02095791,20.43967498
Enero,08:45,20.94089164,22.25823085,19.70641092
Enero,09:00,21.33998285,22.52703236,20.45469022
Enero,09:15,20.99584761,23.58019193,22.73539196
Enero,09:30,21.93489823,23.16824195,21.94339353
Enero,09:45,22.88188633,23.05344689,21.88569048
Enero,10:00,22.68779197,23.87791936,21.75501622
Enero,10:15,23.21472632,22.59889053,20.51048242
Enero,10:30,22.84149922,23.30457232,21.86602575
Enero,10:45,23.80780833,23.23039543,22.15775545
Enero,11:00,23.92201229,22.81092189,21.04390441
Enero,11:15,23.59921695,23.71646522,22.37565467
Enero,11:30,23.90856245,22.59609214,20.93332708
Enero,11:45,24.86211216,22.35167036,20.13046715
Enero,12:00,24.20168219,23.32648411,21.11007296
Enero,12:15,24.40089825,24.84975974,22.72152893
Enero,12:30,23.88074969,23.60570693,22.21640604
Enero,12:45,25.47891454,25.30824732,23.18941509
Enero,13:00,25.48177437,24.18697239,22.1245259
Enero,13:15,25.44377552,22.95766154,21.35017409
Enero,13:30,24.86702931,22.73560563,20.9995605
Enero,13:45,25.74187428,24.58036061,21.70700113
Enero,14:00,25.38308614,23.34601253,21.97460945
Enero,14:15,26.09105978,23.02249105,20.38538313
Enero,14:30,25.70547532,22.77241322,21.86805906
Enero,14:45,25.99587065,23.84310754,22.37715014
Enero,15:00,26.09411434,23.30626908,21.45967589
Enero,15:15,26.08637569,23.13266227,21.25919465
Enero,15:30,25.4756761,23.64170394,22.27258397
Enero,15:45,25.57070137,23.6945418,22.53605146
Enero,16:00,25.4100141,23.08611561,22.52545615
Enero,16:15,25.02571706,23.77875456,21.85141207
Enero,16:30,25.24798743,23.29289529,21.36330678
Enero,16:45,25.52900022,24.22797087,22.27839261
Enero,17:00,24.92948182,24.20323675,23.70347232
Enero,17:15,25.45722104,23.37074469,21.8192057
Enero,17:30,24.45583569,22.82370891,20.97194909
Enero,17:45,24.16912184,22.56820047,20.45764655
Enero,18:00,24.3436933,22.57348733,20.8998742
Enero,18:15,23.27403075,23.84570796,21.24057753
Enero,18:30,24.56190004,23.09547877,21.72910377
Enero,18:45,23.93754792,23.44877293,21.1773338
Enero,19:00,23.60330756,22.31388871,20.29020825
Enero,19:15,23.06269732,24.18546718,22.48531115
Enero,19:30,22.74133027,23.40638008,21.3668417
Enero,19:45,23.92733326,23.43571665,21.61234412
Enero,20:00,22.87436388,23.2574493,21.79119902
Enero,07:00,20,22.25739227,20.94363856
Enero,07:15,20,23.8183943,23.33119602
Enero,07:30,20,22.95910452,21.32455639
Enero,07:45,20,22.38002065,22.08983562
Enero,08:00,20,22.43282489,20.68716571
Enero,08:15,20,23.08829709,21.6844079
Enero,08:30,20,23.66216459,22.2137839
Enero,08:45,20,21.34840669,20.59080838
Enero,09:00,20,22.4829696,21.59969432
Enero,09:15,20,22.83035305,21.00171436
Enero,09:30,20,21.87166798,21.65351896
Enero,09:45,21.01823408,23.21758222,24.34482696
Enero,10:00,20.73915439,22.18225798,21.17676054
Enero,10:15,20.79034719,22.83575134,21.60346814
Enero,10:30,21.37792631,23.83869561,21.62042858
Enero,10:45,20.4301622,22.40758814,21.97068579
Enero,11:00,21.22277478,22.08513756,20.7224738
Enero,11:15,21.68929861,21.208841,20.10209623
Enero,11:30,21.54691968,22.86789659,21.84173255
Enero,11:45,22.39392476,23.0111093,20.85274681
Enero,12:00,22.53135755,22.23209585,20.58611814
Enero,12:15,22.65744252,23.13563713,21.88160053
Enero,12:30,23.4871874,22.63178667,21.79036767
Enero,12:45,22.81595652,24.24262137,22.40044126
Enero,13:00,24.06765022,23.22228061,21.25628808
Enero,13:15,23.858672,23.94117358,22.13553957
Enero,13:30,23.6416495,23.75730621,21.14798491
Enero,13:45,23.41739534,22.48323311,21.22216257
Enero,14:00,24.13550242,22.31185379,21.32052453
Enero,14:15,24.20718271,24.04576744,21.62865395
Enero,14:30,23.2273248,23.63843896,22.30046698
Enero,14:45,24.3759222,23.71800952,22.69973894
Enero,15:00,23.62117524,23.59488131,22.16414099
Enero,15:15,24.50917713,23.75452085,22.23370439
Enero,15:30,23.72644834,22.15856572,20.20993156
Enero,15:45,24.54445717,22.5584055,20.72734966
Enero,16:00,23.69448188,23.950435,21.75621135
Enero,16:15,23.3542154,23.07290252,22.3124862
Enero,16:30,23.46699895,23.77627815,22.41031621
Enero,16:45,23.19256247,22.56734405,20.46135807
Enero,17:00,22.75825206,23.88192499,21.86032704
Enero,17:15,22.94277682,23.97992273,23.56200221
Enero,17:30,22.89499236,22.46293066,20.5960057
Enero,17:45,23.03423448,23.27922967,21.41418952
Enero,18:00,22.28426896,22.16861319,21.22511909
Enero,18:15,22.88538495,22.58614869,21.91464399
Enero,18:30,22.54562063,22.55384523,21.14000554
Enero,18:45,21.60255359,23.06053199,22.05678124
Enero,19:00,21.41106093,22.89974608,21.08839176
Enero,19:15,22.30638822,22.80448614,21.63325462
Enero,19:30,20.89780127,21.02382954,20.94854835
Enero,19:45,21.09394919,23.73665021,23.10874009
Enero,20:00,21.78108131,24.87102136,23.18700223
Enero,07:00,20,21.85979584,21.16793879
Enero,07:15,20,22.66704742,21.61018525
Enero,07:30,20,22.73269578,22.30905426
Enero,07:45,20,21.55672598,20.33137903
Enero,08:00,21.12472711,22.52832961,22.62012404
Enero,08:15,21.32514591,22.93239967,21.46548293
Enero,08:30,21.00176297,24.19781939,22.77054658
Enero,08:45,21.26486934,22.23916863,20.12085379
Enero,09:00,21.89462089,22.52589756,20.77355722
Enero,09:15,22.27026135,22.03390336,20.03147461
Enero,09:30,22.34715896,24.63655177,22.38051246
Enero,09:45,22.40386641,22.65046211,21.90198131
Enero,10:00,23.23039349,23.61021793,22.15469043
Enero,10:15,22.84399942,22.44165149,21.15081799
Enero,10:30,23.82329261,23.46021691,20.90964319
Enero,10:45,23.70284617,21.51222884,21.40529115
Enero,11:00,24.24998555,23.07751614,21.53757915
Enero,11:15,23.56387853,23.21189725,20.68085262
Enero,11:30,24.52925838,22.77074703,20.67179432
Enero,11:45,23.97752885,23.37335061,21.87474264
Enero,12:00,24.90390643,23.3634801,22.21385435
Enero,12:15,25.18322125,23.76918782,21.76905223
Enero,12:30,24.85618718,22.78629195,20.38314614
Enero,12:45,25.52450949,22.65821697,21.63846862
Enero,13:00,25.74699202,24.47176835,22.44329611
Enero,13:15,25.56207621,23.76251632,22.00524905
Enero,13:30,25.56420811,22.95976878,21.57787422
Enero,13:45,25.99451064,23.17457067,20.72331158
Enero,14:00,26.31216575,23.36688794,22.73054071
Enero,14:15,26.15753322,22.87703775,21.50830365
Enero,14:30,26.14774691,23.19825474,20.36977558
Enero,14:45,26.90132194,23.91236186,22.66043538
Enero,15:00,26.21375949,24.15934491,21.67312154
Enero,15:15,25.94878742,23.80021046,21.95651711
Enero,15:30,25.79829251,24.66704186,21.32714627
Enero,15:45,26.03657531,24.13589808,22.52828105
Enero,16:00,25.44847611,23.4921359,22.15127626
Enero,16:15,26.19493394,25.08973413,23.18405671
Enero,16:30,25.64427923,23.385769,21.16993966
Enero,16:45,25.48045589,23.54077184,22.74650995
Enero,17:00,25.78646352,22.29682713,21.18603009
Enero,17:15,25.62496131,22.88243037,21.28436919
Enero,17:30,25.28895749,23.50271169,21.68131038
Enero,17:45,24.64255222,23.58364148,20.8176257
Enero,18:00,25.13266488,24.59492637,22.24014151
Enero,18:15,24.6538395,22.78388524,21.61522635
Enero,18:30,23.86727754,23.50349947,22.2930715
Enero,18:45,24.2987546,23.35611855,21.15469555
Enero,19:00,24.38050436,22.58381581,21.46798379
Enero,19:15,23.47839891,22.98306383,21.16518573
Enero,19:30,23.86532947,23.69664559,22.23739221
Enero,19:45,23.73555089,23.32357808,22.11519818
Enero,20:00,23.36511592,23.11129778,20.86712995
Enero,07:00,20,22.66981819,21.5218799
Enero,07:15,20,22.58445485,21.13488951
Enero,07:30,20,22.39611807,22.30361334
Enero,07:45,20,23.14575313,22.72010815
Enero,08:00,20,22.36213863,21.16913801
Enero,08:15,20,21.19884038,20.10309247
Enero,08:30,20,23.37018821,22.45883933
Enero,08:45,20,22.67888137,22.29247457
Enero,09:00,20,22.90034883,22.20107494
Enero,09:15,20,22.56867857,21.17447203
Enero,09:30,20.5829234,23.26928011,22.70534495
Enero,09:45,21.47994857,24.26258092,22.58579967
Enero,10:00,21.31005379,21.80647426,20.20152187
Enero,10:15,22.58038806,22.90895885,21.61506266
Enero,10:30,22.14793703,23.4253419,22.59487361
Enero,10:45,22.23744368,21.90652053,20.69317177
Enero,11:00,22.75122541,21.90639038,21.05130518
Enero,11:15,22.69331212,23.38284524,21.37301298
Enero,11:30,23.52670635,22.85499344,21.58488634
Enero,11:45,23.23767945,23.01424882,21.83755168
Enero,12:00,24.39182582,22.66574255,20.73040806
Enero,12:15,25.03650062,24.26693938,21.48852266
Enero,12:30,24.60239068,21.56679442,19.95811699
Enero,12:45,25.25176081,22.80661853,22.16325034
Enero,13:00,25.18978401,24.20944235,21.94681153
Enero,13:15,25.49212184,21.84340254,20.67762334
Enero,13:30,25.70956749,22.83734508,20.93843304
Enero,13:45,25.87610253,23.1842414,21.28677471
Enero,14:00,25.67907901,24.0721433,22.35409928
Enero,14:15,26.52456436,24.1241932,21.75477934
Enero,14:30,26.09891763,23.07734134,21.760326
Enero,14:45,26.40956705,23.3410267,20.62239027
Enero,15:00,26.2585175,23.61605672,21.14463688
Enero,15:15,27.01550189,23.64530471,21.15117284
Enero,15:30,26.2095179,23.79001782,22.93284821
Enero,15:45,26.62375583,23.89777972,20.99760927
Enero,16:00,26.09451444,23.52978693,21.98051641
Enero,16:15,26.05194655,23.2182108,19.78588402
Enero,16:30,25.90308362,23.46459895,22.01169737
Enero,16:45,24.80329735,23.00686773,21.68291159
Enero,17:00,25.52521679,23.80949725,22.25372154
Enero,17:15,24.08323209,23.2339169,21.66271109
Enero,17:30,24.0183819,22.83739763,21.25658591
Enero,17:45,23.94379412,23.12092058,21.74865572
Enero,18:00,24.2416633,22.97133191,21.46000944
Enero,18:15,23.7433185,22.79339412,21.91745225
Enero,18:30,23.75854554,23.31156407,21.18918401
Enero,18:45,23.75894169,23.2487077,21.90087209
Enero,19:00,22.41685545,21.74091441,20.88111676
Enero,19:15,23.49372599,24.53104752,23.03911788
Enero,19:30,21.83581098,22.15471613,20.92605668
Enero,19:45,22.24449062,21.65625749,20.373431
Enero,20:00,21.63816502,23.95478199,21.27579428
Enero,07:00,20,22.9339824,22.87368816
Enero,07:15,20,23.81813801,20.83524286
Enero,07:30,20,23.33141668,21.81980916
Enero,07:45,20,22.4848227,21.12773395
Enero,08:00,20,22.55004893,21.26652867
Enero,08:15,20,21.63727297,21.97393237
Enero,08:30,20,21.91874852,21.65751543
Enero,08:45,20,24.67828016,23.47194469
Enero,09:00,20,22.95619379,21.92941868
Enero,09:15,20,22.49701694,21.4932391
Enero,09:30,20,23.42500111,21.0041066
Enero,09:45,20.21279841,22.67188084,21.46143434
Enero,10:00,20.80769762,22.76795431,22.23133679
Enero,10:15,20.36535575,21.58783949,21.01718649
Enero,10:30,21.5187308,23.40203108,22.01432257
Enero,10:45,21.25101887,23.35813809,22.06087006
Enero,11:00,22.33917673,23.43783558,22.3530424
Enero,11:15,22.19410315,22.34782592,20.67291415
Enero,11:30,22.26010446,22.41910119,21.29010419
Enero,11:45,22.08185505,22.97166079,21.30114077
Enero,12:00,23.39511786,22.73364852,21.75745217
Enero,12:15,23.09824405,22.95012345,20.85852768
Enero,12:30,23.55634648,22.37919118,19.80197922
Enero,12:45,23.92359357,23.96033057,21.142898
Enero,13:00,22.90998765,23.98051701,22.10588827
Enero,13:15,24.40006105,23.362836,20.81559981
Enero,13:30,24.68494951,24.04063716,22.90714611
Enero,13:45,24.80900144,22.99899161,20.48699146
Enero,14:00,24.51085759,22.7558504,21.31537249
Enero,14:15,24.57526662,23.80811917,22.16889827
Enero,14:30,24.867103,23.77176183,21.24626232
Enero,14:45,24.8073721,22.44327008,20.99006124
Enero,15:00,24.93066343,23.86681866,22.10206947
Enero,15:15,25.4901102,23.49868934,21.37628823
Enero,15:30,25.21813486,21.81610473,21.09663314
Enero,15:45,25.45706412,24.32362822,22.55018153
Enero,16:00,24.69940285,23.04671549,21.49196028
Enero,16:15,20.37713633,23.79719141,22.04225496
Enero,16:30,24.21610089,22.76710317,20.94225167
Enero,16:45,23.77164991,22.23911405,20.70846042
Enero,17:00,23.58654023,23.99211186,22.49167026
Enero,17:15,23.7926974,23.05765561,20.78639441
Enero,17:30,23.58798174,21.76467069,21.18404152
Enero,17:45,23.24632825,22.1420714,21.40894298
Enero,18:00,22.39597462,23.29684903,22.74096054
Enero,18:15,22.51626694,22.96300863,21.7967953
Enero,18:30,22.44005694,22.77530511,20.6934021
Enero,18:45,22.10822425,21.07794863,20.82697927
Enero,19:00,22.94068533,23.3816208,21.86560624
Enero,19:15,21.76060047,22.50271441,22.27400015
Enero,19:30,21.81374158,23.40757383,21.9387581
Enero,19:45,21.5727085,22.91071113,21.62564777
Enero,20:00,21.12028147,22.88848896,21.84240198
Enero,07:00,20,22.562815,22.24231729
Enero,07:15,20,22.07583914,20.34562626
Enero,07:30,20,23.40779303,22.58916246
Enero,07:45,20,22.04805749,21.00309712
Enero,08:00,20.07129678,22.28938798,21.93321655
Enero,08:15,20.09264101,23.9356425,21.77805175
Enero,08:30,20,21.79162536,20.93199663
Enero,08:45,20.94601279,22.49324313,21.51513258
Enero,09:00,20.53861516,22.89262651,22.82761946
Enero,09:15,21.9979319,22.75813819,21.36110174
Enero,09:30,21.42569163,22.35807551,22.93708257
Enero,09:45,21.23049809,22.38395982,21.57542991
Enero,10:00,21.455285,24.01615562,21.232034
Enero,10:15,22.4564563,22.79380114,21.1104698
Enero,10:30,22.40098579,24.06113679,21.71636185
Enero,10:45,23.21285992,21.89414159,20.91299874
Enero,11:00,23.77577145,23.14119951,21.71308457
Enero,11:15,22.92836702,23.7387244,21.68187306
Enero,11:30,23.47562304,22.98858148,21.63307389
